track_id,title,artist,genre,audio_path,lyrics_path,lyrics_source
146681,moonrawks,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\146\146681.mp3,nan,
93942,Weekends Away,Ready for Men,Pop,data\fma_small\fma_small\093\093942.mp3,nan,
44793,Cosmic Sing-a-Long (live at WFMU),Cryptacize,Experimental,data\fma_small\fma_small\044\044793.mp3,data\lyrics\Cryptacize - Cosmic Sing-a-Long _44793_.txt,genius
97586,Waxwing,Olivia Chaney,Folk,data\fma_small\fma_small\097\097586.mp3,data\lyrics\Olivia Chaney - Waxwing _97586_.txt,genius
38522,Cellos,Transmitters,Rock,data\fma_small\fma_small\038\038522.mp3,nan,
106877,Windfall,Westy Reflector,Rock,data\fma_small\fma_small\106\106877.mp3,nan,
7712,My Room Is White,Mia Doi Todd,Folk,data\fma_small\fma_small\007\007712.mp3,data\lyrics\Mia Doi Todd - My Room Is White _7712_.txt,genius
145744,Jazzy Hip-Hop (Featuring Long John),Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\145\145744.mp3,nan,
6856,Autumn Flow,Lior,Folk,data\fma_small\fma_small\006\006856.mp3,data\lyrics\Lior - Autumn Flow _6856_.txt,genius
120188,New Years Party by Toptygin (live),Kim & Buran,Pop,data\fma_small\fma_small\120\120188.mp3,nan,
8259,Always Sugar for the Horses,Curtis Eller,Folk,data\fma_small\fma_small\008\008259.mp3,nan,
127290,Bruxelles,Myndra,Pop,data\fma_small\fma_small\127\127290.mp3,nan,
136275,Here She Comes Tonight,Holmes,Rock,data\fma_small\fma_small\136\136275.mp3,nan,
123981,Shine Bright,"The Polish Ambassador, Mr. Lif, Ayla Nereo",Hip-Hop,data\fma_small\fma_small\123\123981.mp3,nan,
113026,Space is my pace,Malaventura,Pop,data\fma_small\fma_small\113\113026.mp3,nan,
56888,soloVIOLA,John King,Experimental,data\fma_small\fma_small\056\056888.mp3,nan,
63908,Death By Hangover,Tab,Hip-Hop,data\fma_small\fma_small\063\063908.mp3,nan,
4685,Ever Somber,Dälek,Hip-Hop,data\fma_small\fma_small\004\004685.mp3,data\lyrics\Dälek - Ever Somber _4685_.txt,genius
3920,Fragrant Rota,Michael Holt,Folk,data\fma_small\fma_small\003\003920.mp3,nan,
42046,Bottles of Reason,Dead Poets,Hip-Hop,data\fma_small\fma_small\042\042046.mp3,nan,
40541,kiss of halloween,uiutna,Hip-Hop,data\fma_small\fma_small\040\040541.mp3,nan,
13804,Life's A Beach,The Professional Savage,Hip-Hop,data\fma_small\fma_small\013\013804.mp3,nan,
67364,Ether,Andersens,Pop,data\fma_small\fma_small\067\067364.mp3,data\lyrics\Andersens - Ether _67364_.txt,genius
40232,South of Portland,Big Blood,Folk,data\fma_small\fma_small\040\040232.mp3,nan,
139110,What Makes A Man?,Anthony Pasquarosa,Folk,data\fma_small\fma_small\139\139110.mp3,nan,
50752,Ballada Bezbożna,Metalmorphosis,Rock,data\fma_small\fma_small\050\050752.mp3,nan,
145747,You Forgot (Forget It),The Impossebulls,Hip-Hop,data\fma_small\fma_small\145\145747.mp3,nan,
116547,Waiting,Andrew Howes,Rock,data\fma_small\fma_small\116\116547.mp3,nan,
814,Motion Passings,Hall Of Fame,Folk,data\fma_small\fma_small\000\000814.mp3,nan,
132779,Party boots,Gardenella,Pop,data\fma_small\fma_small\132\132779.mp3,nan,
74383,Hungover Boxing Day,The Gasoline Brothers,Experimental,data\fma_small\fma_small\074\074383.mp3,nan,
97697,Stand Up,Tickle,Hip-Hop,data\fma_small\fma_small\097\097697.mp3,nan,
124461,Inheritance From The Classical World,Clean,Rock,data\fma_small\fma_small\124\124461.mp3,nan,
149138,Blue Jazz Cafe,K. Sparks,Hip-Hop,data\fma_small\fma_small\149\149138.mp3,nan,
38435,Beloved Girlfriend,Kraus,Rock,data\fma_small\fma_small\038\038435.mp3,nan,
135010,Jenny,Jackson Grimm,Folk,data\fma_small\fma_small\135\135010.mp3,nan,
22001,philcollins takes your hand,Katapulto,Pop,data\fma_small\fma_small\022\022001.mp3,nan,
10675,Corona Radiata,Nine Inch Nails,Rock,data\fma_small\fma_small\010\010675.mp3,nan,
70875,lady bird,owlface,Pop,data\fma_small\fma_small\070\070875.mp3,nan,
86118,ANWSATW (TSP Took Acid Once Mix),Garmisch,Pop,data\fma_small\fma_small\086\086118.mp3,nan,
111375,Fire,Fierbinteanu,Pop,data\fma_small\fma_small\111\111375.mp3,nan,
85427,Theme From Sun Moon,Orange Peels,Pop,data\fma_small\fma_small\085\085427.mp3,nan,
124702,Campus News Set Back Bill Interlude,K. Sparks,Hip-Hop,data\fma_small\fma_small\124\124702.mp3,nan,
141304,Gone,Jules,Hip-Hop,data\fma_small\fma_small\141\141304.mp3,data\lyrics\Jules - Gone _141304_.txt,genius
29128,gymnosperm,Jim Morisson mon cul,Pop,data\fma_small\fma_small\029\029128.mp3,nan,
9888,Cross,James Blackshaw,Folk,data\fma_small\fma_small\009\009888.mp3,nan,
125194,Found It All,Derek Clegg,Folk,data\fma_small\fma_small\125\125194.mp3,nan,
125190,Lucky,Derek Clegg,Folk,data\fma_small\fma_small\125\125190.mp3,nan,
109670,Peaceful Garden,D3Zs,Hip-Hop,data\fma_small\fma_small\109\109670.mp3,nan,
73175,Mixed Up,Howie Mitchell & Charlotte Williams,Folk,data\fma_small\fma_small\073\073175.mp3,nan,
56650,Red River,Jackie & The Cedrics,Rock,data\fma_small\fma_small\056\056650.mp3,nan,
13556,Let Me Go,STEEP,Rock,data\fma_small\fma_small\013\013556.mp3,data\lyrics\STEEP - Let Me Go _13556_.txt,genius
60331,Thank You Beyoncé,Leslie Keffer,Experimental,data\fma_small\fma_small\060\060331.mp3,nan,
145745,Roll Playing Game,Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\145\145745.mp3,nan,
67334,Spears,Drama for Yamaha,Pop,data\fma_small\fma_small\067\067334.mp3,nan,
91900,Toy Guitar 7 (vox),Lezet,Experimental,data\fma_small\fma_small\091\091900.mp3,nan,
126294,Sheffield Hall,Andy G. Cohen,Rock,data\fma_small\fma_small\126\126294.mp3,nan,
132436,Will See,Urbanoxfailure,Experimental,data\fma_small\fma_small\132\132436.mp3,nan,
57891,Maybe I'm Hell,Krebs,Rock,data\fma_small\fma_small\057\057891.mp3,nan,
46068,378,Catalyst Fantasy,Experimental,data\fma_small\fma_small\046\046068.mp3,nan,
48864,Visiting Brett Whiteley In Hell,NaDa BaBa,Experimental,data\fma_small\fma_small\048\048864.mp3,nan,
39661,AVP,Quiet Hooves,Pop,data\fma_small\fma_small\039\039661.mp3,nan,
77521,The Dark Fields of Nevada/ who dreamt and made incarnate gaps in time and space,The Fucked Up Beat,Experimental,data\fma_small\fma_small\077\077521.mp3,nan,
74388,We Three Kings_Solovey,Maya Solovéy,Experimental,data\fma_small\fma_small\074\074388.mp3,nan,
142086,Pennies For My Thoughts,SK,Hip-Hop,data\fma_small\fma_small\142\142086.mp3,nan,
106951,Delusion 6,pHoaming Edison,Rock,data\fma_small\fma_small\106\106951.mp3,nan,
97590,The King's Horses,Olivia Chaney,Folk,data\fma_small\fma_small\097\097590.mp3,data\lyrics\Olivia Chaney - The King_s Horses _97590_.txt,genius
4777,Firecracker,Half Japanese,Rock,data\fma_small\fma_small\004\004777.mp3,data\lyrics\Half Japanese - Firecracker _4777_.txt,genius
14733,Mania,Throwing Muses,Rock,data\fma_small\fma_small\014\014733.mp3,data\lyrics\Throwing Muses - Mania _14733_.txt,genius
24429,Oh K.,Black Ant,Hip-Hop,data\fma_small\fma_small\024\024429.mp3,nan,
3904,Sometimes,Michael Chapman,Folk,data\fma_small\fma_small\003\003904.mp3,data\lyrics\Michael Chapman - Sometimes _3904_.txt,genius
141877,I,Nocturnal Mayhem,Rock,data\fma_small\fma_small\141\141877.mp3,nan,
89485,Song in my Heart,John Wort Hannam,Folk,data\fma_small\fma_small\089\089485.mp3,nan,
21707,A Poem In Slow Motion,Alice Rose,Folk,data\fma_small\fma_small\021\021707.mp3,nan,
110264,Catch Me (J. Glaze Remix),Kellee Maize & J. Glaze Productions,Hip-Hop,data\fma_small\fma_small\110\110264.mp3,nan,
148537,Medo de Morrer,E A Terra Nunca Me Pareceu Tão Distante,Rock,data\fma_small\fma_small\148\148537.mp3,nan,
86077,Penetration (Edit),Barmus Dramfell,Experimental,data\fma_small\fma_small\086\086077.mp3,nan,
78849,Cipralex (c/ Pulso),Stray,Hip-Hop,data\fma_small\fma_small\078\078849.mp3,nan,
91443,Easy Sometimes,Cal Folger Day,Folk,data\fma_small\fma_small\091\091443.mp3,nan,
116372,Cornstalkers CBC Is a Liar,{AN} Eel,Experimental,data\fma_small\fma_small\116\116372.mp3,nan,
60477,Keg Baseball,Centz,Hip-Hop,data\fma_small\fma_small\060\060477.mp3,nan,
87323,Sentimental Seek,Sally Seltmann,Pop,data\fma_small\fma_small\087\087323.mp3,nan,
57176,Certain Strangers,Short Hand,Folk,data\fma_small\fma_small\057\057176.mp3,nan,
11504,A Friendly Noose,Big Blood,Folk,data\fma_small\fma_small\011\011504.mp3,nan,
21409,"Japanese Robot Likes Sushi, Fears President",Peter Fuhry,Pop,data\fma_small\fma_small\021\021409.mp3,nan,
105720,Extension,Gatherer,Experimental,data\fma_small\fma_small\105\105720.mp3,nan,
64523,Vandalise,Heavy Links,Hip-Hop,data\fma_small\fma_small\064\064523.mp3,nan,
43859,tameka method (pt.1),Katrah-Quey ft. dj Alekzander,Hip-Hop,data\fma_small\fma_small\043\043859.mp3,nan,
93076,We're Tornadoes When We Dance,Levi Weaver,Folk,data\fma_small\fma_small\093\093076.mp3,nan,
105142,Tabula Rasa,Waste Disposal Machine feat. Sci Fi Industries,Rock,data\fma_small\fma_small\105\105142.mp3,nan,
110266,Hasta Abajo Remix (J. Glaze and Mike Cash Remix),Kellee Maize & J. Glaze & Mike Cash,Hip-Hop,data\fma_small\fma_small\110\110266.mp3,nan,
123868,Promises,The Barreracudas,Rock,data\fma_small\fma_small\123\123868.mp3,nan,
20296,Part 3,Sikhara,Experimental,data\fma_small\fma_small\020\020296.mp3,data\lyrics\Sikhara - Part 3 _20296_.txt,genius
30043,Soul Hip Hop,Cullah,Hip-Hop,data\fma_small\fma_small\030\030043.mp3,data\lyrics\Cullah - Soul Hip Hop _30043_.txt,genius
112781,WAR ON CRISIS,ODOR BABY,Experimental,data\fma_small\fma_small\112\112781.mp3,nan,
89848,Not the 1s (prod. by Mexicans with Guns),Not The 1s,Hip-Hop,data\fma_small\fma_small\089\089848.mp3,data\lyrics\Not The 1s - Not the 1s _89848_.txt,genius
75419,La La Love,Kellee Maize,Hip-Hop,data\fma_small\fma_small\075\075419.mp3,nan,
96731,In Your Hollow,Allysen Callery,Folk,data\fma_small\fma_small\096\096731.mp3,nan,
40121,Last Chants,Sun Araw,Experimental,data\fma_small\fma_small\040\040121.mp3,nan,
62655,Route 13,Pitchman,Rock,data\fma_small\fma_small\062\062655.mp3,nan,
13930,John Henry,Foghorn Stringband,Folk,data\fma_small\fma_small\013\013930.mp3,nan,
70423,I Do,Supercute,Pop,data\fma_small\fma_small\070\070423.mp3,nan,
12052,Breath in a Seed,Big Blood,Folk,data\fma_small\fma_small\012\012052.mp3,nan,
88861,Cien Volando,Josh Woodward,Folk,data\fma_small\fma_small\088\088861.mp3,data\lyrics\Josh Woodward - Cien Volando _88861_.txt,genius
998,Apparently,Kevin Shields,Experimental,data\fma_small\fma_small\000\000998.mp3,nan,
122004,For Ornette,Christopher Petkus,Experimental,data\fma_small\fma_small\122\122004.mp3,nan,
127184,I Saw A Ghost,Wintermitts,Pop,data\fma_small\fma_small\127\127184.mp3,nan,
113024,Soleares&beats,Malaventura,Pop,data\fma_small\fma_small\113\113024.mp3,nan,
75314,Babylon Got No Riches,Geese,Pop,data\fma_small\fma_small\075\075314.mp3,nan,
68410,ORCR,Bachsung,Experimental,data\fma_small\fma_small\068\068410.mp3,nan,
84158,Source and the Sound,Laura Stevenson and the Cans,Folk,data\fma_small\fma_small\084\084158.mp3,data\lyrics\Laura Stevenson and the Cans - Source and the Sound _84158_.txt,genius
133916,FUNSHINE BEAR WE ALL GLOW IN THE DARK ODOR BABY REMIX,FUNSHINE BEAR / ODOR BABY,Experimental,data\fma_small\fma_small\133\133916.mp3,nan,
92540,Capture Me,Andrea Tomasi,Folk,data\fma_small\fma_small\092\092540.mp3,nan,
27547,I'm a Sir,Frau,Pop,data\fma_small\fma_small\027\027547.mp3,data\lyrics\Frau - I_m a Sir _27547_.txt,genius
30059,MC Cullah's Guitar,Cullah,Hip-Hop,data\fma_small\fma_small\030\030059.mp3,nan,
67784,Higher,The Honorable Sleaze,Hip-Hop,data\fma_small\fma_small\067\067784.mp3,nan,
129695,All of My Love Resides in Paris,Derek Clegg,Folk,data\fma_small\fma_small\129\129695.mp3,nan,
62448,Julia,Jahzzar,Pop,data\fma_small\fma_small\062\062448.mp3,data\lyrics\Jahzzar - Julia _62448_.txt,genius
39188,Get Wright With Gould (more Surfjams with Sufjan),U Can Unlearn Guitar,Experimental,data\fma_small\fma_small\039\039188.mp3,nan,
135373,Stuck Up,Lamprey,Rock,data\fma_small\fma_small\135\135373.mp3,nan,
4068,Alegrias Variation,Peter Walker,Folk,data\fma_small\fma_small\004\004068.mp3,nan,
48269,RReplay,.RR,Experimental,data\fma_small\fma_small\048\048269.mp3,data\lyrics\.RR - RReplay _48269_.txt,genius
129096,Black Angel,The Vivisectors,Rock,data\fma_small\fma_small\129\129096.mp3,nan,
51114,Wack,Bob Ostertag,Experimental,data\fma_small\fma_small\051\051114.mp3,nan,
98581,Race With Time (Prod. Joel Johnston),Hi-Rez,Hip-Hop,data\fma_small\fma_small\098\098581.mp3,data\lyrics\Hi-Rez - Race With Time _98581_.txt,genius
30090,Tribal 23 Tribute,1 Riche Kannibal,Experimental,data\fma_small\fma_small\030\030090.mp3,nan,
118957,AVIATION CRAB ORCHESTRA (JAAN PATTERSON - 05 - GI),ODOR BABY,Experimental,data\fma_small\fma_small\118\118957.mp3,nan,
131624,AVIATION CRAB ORCHESTRA (MERC ZERO),ODOR BABY,Experimental,data\fma_small\fma_small\131\131624.mp3,nan,
78984,Big Father,The Custodian of Records,Hip-Hop,data\fma_small\fma_small\078\078984.mp3,nan,
47197,I'm Dumb,Asian Women on the Telephone,Experimental,data\fma_small\fma_small\047\047197.mp3,nan,
132171,Color Blindness,Ulises Lima,Rock,data\fma_small\fma_small\132\132171.mp3,nan,
138067,Electric Lady,Black Flamingo,Pop,data\fma_small\fma_small\138\138067.mp3,nan,
118277,Dreams In Overdrive,PC-ONE,Experimental,data\fma_small\fma_small\118\118277.mp3,nan,
63733,Abraham Lincoln and Albert Einstein,Cullah,Hip-Hop,data\fma_small\fma_small\063\063733.mp3,nan,
98229,Free Bassel,Marco Raaphorst,Experimental,data\fma_small\fma_small\098\098229.mp3,nan,
134610,Roaches (Featuring Pot-C),Donnie Ozone,Hip-Hop,data\fma_small\fma_small\134\134610.mp3,nan,
75782,I'm Not Lazy,Square People,Rock,data\fma_small\fma_small\075\075782.mp3,nan,
127190,Tag med på landet,Stærosaurus,Folk,data\fma_small\fma_small\127\127190.mp3,nan,
28274,There Goes My Girl,Sultan,Rock,data\fma_small\fma_small\028\028274.mp3,nan,
110437,Cado Lake,Michael Chapman,Folk,data\fma_small\fma_small\110\110437.mp3,nan,
8416,Track 33,Taal,Experimental,data\fma_small\fma_small\008\008416.mp3,nan,
75380,Peace Dream,Kellee Maize,Hip-Hop,data\fma_small\fma_small\075\075380.mp3,nan,
144170,Mãos Soltas,J-K,Hip-Hop,data\fma_small\fma_small\144\144170.mp3,nan,
111186,Paradise,Sondra Sun-Odeon,Folk,data\fma_small\fma_small\111\111186.mp3,nan,
132449,Not Quite There,Ava Zandieh,Folk,data\fma_small\fma_small\132\132449.mp3,nan,
138216,Vintage (Party Rock Instrumental),C-Doc,Hip-Hop,data\fma_small\fma_small\138\138216.mp3,nan,
137723,Ghostly Island,The Vivisectors,Rock,data\fma_small\fma_small\137\137723.mp3,nan,
74386,Christmas in Japan,The Kyoto Connection,Experimental,data\fma_small\fma_small\074\074386.mp3,nan,
105826,Foods That Start With Q (Feat. Fat Arm & Shark Dentures),All Urban Outfield,Hip-Hop,data\fma_small\fma_small\105\105826.mp3,nan,
13325,Methylchloroisothiazolinone,Josh Woodward,Rock,data\fma_small\fma_small\013\013325.mp3,data\lyrics\Josh Woodward - Methylchloroisothiazolinone _13325_.txt,genius
142950,Reborn Boys/ Nightlife,Mrs. Magician,Rock,data\fma_small\fma_small\142\142950.mp3,nan,
84154,Baby Bones,Laura Stevenson and the Cans,Folk,data\fma_small\fma_small\084\084154.mp3,data\lyrics\Laura Stevenson and the Cans - Baby Bones _84154_.txt,genius
126403,Forest Friends,Shy Kids,Pop,data\fma_small\fma_small\126\126403.mp3,data\lyrics\Shy Kids - Forest Friends _126403_.txt,genius
137624,You Can't Kill Me,The Sun Through A Telescope,Rock,data\fma_small\fma_small\137\137624.mp3,nan,
5159,Christiania,Peter Biedermann,Folk,data\fma_small\fma_small\005\005159.mp3,nan,
99214,Broad Boardwalk,Julian Winter,Experimental,data\fma_small\fma_small\099\099214.mp3,nan,
119726,o pescador,manuel gordiani,Folk,data\fma_small\fma_small\119\119726.mp3,nan,
75389,City of Champions,Kellee Maize,Hip-Hop,data\fma_small\fma_small\075\075389.mp3,data\lyrics\Kellee Maize - City of Champions _75389_.txt,genius
87968,The Rivers of Texas,Sandy & Caroline Paton,Folk,data\fma_small\fma_small\087\087968.mp3,nan,
147020,Six Pack,The Impossebulls,Hip-Hop,data\fma_small\fma_small\147\147020.mp3,nan,
109357,Dumb,TIGERBERRY,Rock,data\fma_small\fma_small\109\109357.mp3,nan,
9477,Colour Me Your Colour,Justice Yeldham,Experimental,data\fma_small\fma_small\009\009477.mp3,nan,
109235,Sha Na,Vicky and The Vengents,Rock,data\fma_small\fma_small\109\109235.mp3,nan,
53379,Mama Said Knock You L33T,The Hate Noise,Hip-Hop,data\fma_small\fma_small\053\053379.mp3,nan,
128666,We Can Talk About That (Instrumental),Ant The Symbol,Hip-Hop,data\fma_small\fma_small\128\128666.mp3,nan,
108837,Slapped In The Old Country 3,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\108\108837.mp3,nan,
53729,01 Whales,Adriano Orru,Experimental,data\fma_small\fma_small\053\053729.mp3,nan,
88879,Stickybee (No Vocals),Josh Woodward,Folk,data\fma_small\fma_small\088\088879.mp3,data\lyrics\Josh Woodward - Stickybee _88879_.txt,genius
97588,The Brookland Road,Olivia Chaney,Folk,data\fma_small\fma_small\097\097588.mp3,nan,
46842,I Can't Without You,Monk Turner,Pop,data\fma_small\fma_small\046\046842.mp3,nan,
51261,The End,Casa Del Mirto,Pop,data\fma_small\fma_small\051\051261.mp3,data\lyrics\Casa Del Mirto - The End _51261_.txt,genius
44801,The Voyage,Rushjet1,Experimental,data\fma_small\fma_small\044\044801.mp3,nan,
99096,1Nation (One Fam),The Impossebulls,Hip-Hop,data\fma_small\fma_small\099\099096.mp3,nan,
16338,Black Elk Mountain,Twizzle,Pop,data\fma_small\fma_small\016\016338.mp3,nan,
105119,Lost and Found,Sonic Avenues,Rock,data\fma_small\fma_small\105\105119.mp3,nan,
71251,Not Nice (feat. NGA),Dengaz,Hip-Hop,data\fma_small\fma_small\071\071251.mp3,data\lyrics\Dengaz - Not Nice _71251_.txt,genius
56552,Celebration,Krebs,Rock,data\fma_small\fma_small\056\056552.mp3,nan,
22000,kolorowe wody,Katapulto,Pop,data\fma_small\fma_small\022\022000.mp3,nan,
89846,Fly as Fuck feat. Isaiah Toothtaker (prod. by Young L),Not The 1s,Hip-Hop,data\fma_small\fma_small\089\089846.mp3,nan,
66180,Life Unfolds,Derek Clegg,Folk,data\fma_small\fma_small\066\066180.mp3,nan,
101868,Cube,Reier,Experimental,data\fma_small\fma_small\101\101868.mp3,data\lyrics\Reier - Cube _101868_.txt,genius
24422,Boomerang,Black Ant,Hip-Hop,data\fma_small\fma_small\024\024422.mp3,nan,
143095,Maniac,Twin Guns,Rock,data\fma_small\fma_small\143\143095.mp3,nan,
46718,three lullabies 1,Eva-Maria Houben,Experimental,data\fma_small\fma_small\046\046718.mp3,nan,
107851,Gypsy Cab,Pete Lund,Folk,data\fma_small\fma_small\107\107851.mp3,nan,
43691,Nirvana,Eok,Experimental,data\fma_small\fma_small\043\043691.mp3,nan,
10435,Paku Paku,Funky Terrorist,Experimental,data\fma_small\fma_small\010\010435.mp3,nan,
64515,Reactivated,Heavy Links,Hip-Hop,data\fma_small\fma_small\064\064515.mp3,nan,
132019,Groovin,Yoghurt For Breakfast,Experimental,data\fma_small\fma_small\132\132019.mp3,nan,
66483,Roast Lettuce and the Glass Babies,Qkcofse,Experimental,data\fma_small\fma_small\066\066483.mp3,nan,
43761,Me so horny 2,Kreamy 'Lectric Santa,Folk,data\fma_small\fma_small\043\043761.mp3,nan,
31356,Toot Toot,Spectre Folk,Folk,data\fma_small\fma_small\031\031356.mp3,nan,
92874,Phonograph Recordings Sleepy City,The Fucked Up Beat,Experimental,data\fma_small\fma_small\092\092874.mp3,nan,
108429,Take the Ticket,cultureculture,Pop,data\fma_small\fma_small\108\108429.mp3,nan,
110261,Mad Humans (J. Glaze Remix),Kellee Maize & J. Glaze Productions,Hip-Hop,data\fma_small\fma_small\110\110261.mp3,nan,
105825,Beta,All Urban Outfield,Hip-Hop,data\fma_small\fma_small\105\105825.mp3,nan,
130168,Funky Motion (Stripped To Da Cuts Crazy Wack Funkee Mix Instrumental),Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\130\130168.mp3,nan,
57939,The Meaning of Christmas,Ergo Phizmiz,Experimental,data\fma_small\fma_small\057\057939.mp3,nan,
42129,Full-A-Blues,Colin Shaddick & Roger Nicholls,Experimental,data\fma_small\fma_small\042\042129.mp3,nan,
73174,Instrumental,Howie Mitchell & Charlotte Williams,Folk,data\fma_small\fma_small\073\073174.mp3,nan,
19708,Sky Dreamer's Gold,Steffen Basho-Junghans,Folk,data\fma_small\fma_small\019\019708.mp3,nan,
85952,Crying Time,Pete Galub,Pop,data\fma_small\fma_small\085\085952.mp3,nan,
130683,The Friendly Monster Shop,The Zombie Dandies,Rock,data\fma_small\fma_small\130\130683.mp3,nan,
142517,Summer Sinners,Jacket Thor,Folk,data\fma_small\fma_small\142\142517.mp3,nan,
109685,Hold It Down (Featuring Trus Real),CM & Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\109\109685.mp3,nan,
11791,"The Cuchifritos Groove Instrumental     {Wildabeast, 6th Sense, Jelani}",6th Sense,Hip-Hop,data\fma_small\fma_small\011\011791.mp3,nan,
44780,When Monsters Want to Dance,Joanna Sandsmark,Experimental,data\fma_small\fma_small\044\044780.mp3,nan,
58174,UNRAVEL BACKWARDS BUT NOT UPSIDE DOWN,Elvis Herod,Pop,data\fma_small\fma_small\058\058174.mp3,nan,
119988,Spot Rockers,Cassette Tape Bandits,Hip-Hop,data\fma_small\fma_small\119\119988.mp3,nan,
87972,Man of Constant Sorrow,"Howie Mitchell, Ed Trickett",Folk,data\fma_small\fma_small\087\087972.mp3,nan,
26600,"""(Me up at does)"" by E. E. Cummings",Lezet,Experimental,data\fma_small\fma_small\026\026600.mp3,nan,
55714,1967,et_,Rock,data\fma_small\fma_small\055\055714.mp3,data\lyrics\et_ - 1967 _55714_.txt,genius
71695,Milk O' Magnesia (Instrumental),C-Doc,Hip-Hop,data\fma_small\fma_small\071\071695.mp3,nan,
113934,Skyvory,Chris Herb,Pop,data\fma_small\fma_small\113\113934.mp3,nan,
87193,Old Man Winter,Eric & Magill,Pop,data\fma_small\fma_small\087\087193.mp3,nan,
69563,Good Time,The NSJ Crew,Hip-Hop,data\fma_small\fma_small\069\069563.mp3,nan,
106339,Marmalade,Julie Byrne,Folk,data\fma_small\fma_small\106\106339.mp3,data\lyrics\Julie Byrne - Marmalade _106339_.txt,genius
122082,Gonzo,Jahzzar,Rock,data\fma_small\fma_small\122\122082.mp3,nan,
141179,Stay,Simple CUT,Pop,data\fma_small\fma_small\141\141179.mp3,data\lyrics\Simple CUT - Stay _141179_.txt,genius
108961,Mr. Person,The Mystery Artist,Rock,data\fma_small\fma_small\108\108961.mp3,nan,
46846,Valentines Day Directions for the Lonely,Monk Turner,Pop,data\fma_small\fma_small\046\046846.mp3,nan,
48862,Thursday Morning In London (Falluja Mix),NaDa BaBa,Experimental,data\fma_small\fma_small\048\048862.mp3,nan,
7378,resurrect dead on planet jupiter,Lucky Dragons,Experimental,data\fma_small\fma_small\007\007378.mp3,nan,
55119,Si j'aurais,Alaclair Ensemble,Hip-Hop,data\fma_small\fma_small\055\055119.mp3,data\lyrics\Alaclair Ensemble - Si j_aurais _55119_.txt,genius
108809,The Zombies (Featuring T-Pick),D3Zs,Hip-Hop,data\fma_small\fma_small\108\108809.mp3,nan,
57180,NO (Midi Version),Skeletons,Pop,data\fma_small\fma_small\057\057180.mp3,data\lyrics\Skeletons - NO _57180_.txt,genius
11298,Now Get Busy,Beastie Boys,Hip-Hop,data\fma_small\fma_small\011\011298.mp3,data\lyrics\Beastie Boys - Now Get Busy _11298_.txt,genius
127274,This Turkey Town,Hissing Fauna,Pop,data\fma_small\fma_small\127\127274.mp3,nan,
135371,Her,Lamprey,Rock,data\fma_small\fma_small\135\135371.mp3,nan,
