track_id,title,artist,genre,audio_path,lyrics_path,lyrics_source,lyrics_path_api,lyrics_source_api,lyrics_path_whisper,text_path_combined,text_source_combined
63805,Meridian Sound (Part Three),Lushlife,Hip-Hop,data\fma_small\fma_small\063\063805.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Lushlife - Meridian Sound (Part Three) 63805.txt,data\lyrics_combined\Lushlife - Meridian Sound _Part Three_ _63805_.txt,whisper
146681,moonrawks,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\146\146681.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Tha Silent Partner - moonrawks 146681.txt,data\lyrics_combined\Tha Silent Partner - moonrawks _146681_.txt,whisper
93942,Weekends Away,Ready for Men,Pop,data\fma_small\fma_small\093\093942.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Ready for Men - Weekends Away 93942.txt,data\lyrics_combined\Ready for Men - Weekends Away _93942_.txt,whisper
44793,Cosmic Sing-a-Long (live at WFMU),Cryptacize,Experimental,data\fma_small\fma_small\044\044793.mp3,data\lyrics\Cryptacize - Cosmic Sing-a-Long _44793_.txt,genius,data\lyrics\Cryptacize - Cosmic Sing-a-Long _44793_.txt,genius,,data\lyrics_combined\Cryptacize - Cosmic Sing-a-Long _live at WFMU_ _44793_.txt,api
97586,Waxwing,Olivia Chaney,Folk,data\fma_small\fma_small\097\097586.mp3,data\lyrics\Olivia Chaney - Waxwing _97586_.txt,genius,data\lyrics\Olivia Chaney - Waxwing _97586_.txt,genius,,data\lyrics_combined\Olivia Chaney - Waxwing _97586_.txt,api
38522,Cellos,Transmitters,Rock,data\fma_small\fma_small\038\038522.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Transmitters - Cellos 38522.txt,data\lyrics_combined\Transmitters - Cellos _38522_.txt,whisper
106877,Windfall,Westy Reflector,Rock,data\fma_small\fma_small\106\106877.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Westy Reflector - Windfall 106877.txt,data\lyrics_combined\Westy Reflector - Windfall _106877_.txt,whisper
7712,My Room Is White,Mia Doi Todd,Folk,data\fma_small\fma_small\007\007712.mp3,data\lyrics\Mia Doi Todd - My Room Is White _7712_.txt,genius,data\lyrics\Mia Doi Todd - My Room Is White _7712_.txt,genius,,data\lyrics_combined\Mia Doi Todd - My Room Is White _7712_.txt,api
145744,Jazzy Hip-Hop (Featuring Long John),Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\145\145744.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Cheese N Pot-C - Jazzy Hip-Hop (Featuring Long John) 145744.txt,data\lyrics_combined\Cheese N Pot-C - Jazzy Hip-Hop _Featuring Long John_ _145744_.txt,whisper
6856,Autumn Flow,Lior,Folk,data\fma_small\fma_small\006\006856.mp3,data\lyrics\Lior - Autumn Flow _6856_.txt,genius,data\lyrics\Lior - Autumn Flow _6856_.txt,genius,,data\lyrics_combined\Lior - Autumn Flow _6856_.txt,api
120188,New Years Party by Toptygin (live),Kim & Buran,Pop,data\fma_small\fma_small\120\120188.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Kim & Buran - New Years Party by Toptygin (live) 120188.txt,data\lyrics_combined\Kim _ Buran - New Years Party by Toptygin _live_ _120188_.txt,whisper
8259,Always Sugar for the Horses,Curtis Eller,Folk,data\fma_small\fma_small\008\008259.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Curtis Eller - Always Sugar for the Horses 8259.txt,data\lyrics_combined\Curtis Eller - Always Sugar for the Horses _8259_.txt,whisper
127290,Bruxelles,Myndra,Pop,data\fma_small\fma_small\127\127290.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Myndra - Bruxelles 127290.txt,data\lyrics_combined\Myndra - Bruxelles _127290_.txt,whisper
136275,Here She Comes Tonight,Holmes,Rock,data\fma_small\fma_small\136\136275.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Holmes - Here She Comes Tonight 136275.txt,data\lyrics_combined\Holmes - Here She Comes Tonight _136275_.txt,whisper
123981,Shine Bright,"The Polish Ambassador, Mr. Lif, Ayla Nereo",Hip-Hop,data\fma_small\fma_small\123\123981.mp3,nan,nan,nan,nan,"data\whisper_transcriptions\whisper_transcriptions\The Polish Ambassador, Mr. Lif, Ayla Nereo - Shine Bright 123981.txt",data\lyrics_combined\The Polish Ambassador_ Mr. Lif_ Ayla Nereo - Shine Bright _123981_.txt,whisper
113026,Space is my pace,Malaventura,Pop,data\fma_small\fma_small\113\113026.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Malaventura - Space is my pace 113026.txt,data\lyrics_combined\Malaventura - Space is my pace _113026_.txt,whisper
56888,soloVIOLA,John King,Experimental,data\fma_small\fma_small\056\056888.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\John King - soloVIOLA 56888.txt,data\lyrics_combined\John King - soloVIOLA _56888_.txt,whisper
63908,Death By Hangover,Tab,Hip-Hop,data\fma_small\fma_small\063\063908.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Tab - Death By Hangover 63908.txt,data\lyrics_combined\Tab - Death By Hangover _63908_.txt,whisper
4685,Ever Somber,Dälek,Hip-Hop,data\fma_small\fma_small\004\004685.mp3,data\lyrics\Dälek - Ever Somber _4685_.txt,genius,data\lyrics\Dälek - Ever Somber _4685_.txt,genius,,data\lyrics_combined\Dälek - Ever Somber _4685_.txt,api
3920,Fragrant Rota,Michael Holt,Folk,data\fma_small\fma_small\003\003920.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Michael Holt - Fragrant Rota 3920.txt,data\lyrics_combined\Michael Holt - Fragrant Rota _3920_.txt,whisper
42046,Bottles of Reason,Dead Poets,Hip-Hop,data\fma_small\fma_small\042\042046.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Dead Poets - Bottles of Reason 42046.txt,data\lyrics_combined\Dead Poets - Bottles of Reason _42046_.txt,whisper
40541,kiss of halloween,uiutna,Hip-Hop,data\fma_small\fma_small\040\040541.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\uiutna - kiss of halloween 40541.txt,data\lyrics_combined\uiutna - kiss of halloween _40541_.txt,whisper
13804,Life's A Beach,The Professional Savage,Hip-Hop,data\fma_small\fma_small\013\013804.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Professional Savage - Life's A Beach 13804.txt,data\lyrics_combined\The Professional Savage - Life_s A Beach _13804_.txt,whisper
67364,Ether,Andersens,Pop,data\fma_small\fma_small\067\067364.mp3,data\lyrics\Andersens - Ether _67364_.txt,genius,data\lyrics\Andersens - Ether _67364_.txt,genius,,data\lyrics_combined\Andersens - Ether _67364_.txt,api
40232,South of Portland,Big Blood,Folk,data\fma_small\fma_small\040\040232.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Big Blood - South of Portland 40232.txt,data\lyrics_combined\Big Blood - South of Portland _40232_.txt,whisper
50752,Ballada Bezbożna,Metalmorphosis,Rock,data\fma_small\fma_small\050\050752.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Metalmorphosis - Ballada Bezbożna 50752.txt,data\lyrics_combined\Metalmorphosis - Ballada Bezbożna _50752_.txt,whisper
145747,You Forgot (Forget It),The Impossebulls,Hip-Hop,data\fma_small\fma_small\145\145747.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Impossebulls - You Forgot (Forget It) 145747.txt,data\lyrics_combined\The Impossebulls - You Forgot _Forget It_ _145747_.txt,whisper
116547,Waiting,Andrew Howes,Rock,data\fma_small\fma_small\116\116547.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Andrew Howes - Waiting 116547.txt,data\lyrics_combined\Andrew Howes - Waiting _116547_.txt,whisper
814,Motion Passings,Hall Of Fame,Folk,data\fma_small\fma_small\000\000814.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Hall Of Fame - Motion Passings 814.txt,data\lyrics_combined\Hall Of Fame - Motion Passings _814_.txt,whisper
132779,Party boots,Gardenella,Pop,data\fma_small\fma_small\132\132779.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Gardenella - Party boots 132779.txt,data\lyrics_combined\Gardenella - Party boots _132779_.txt,whisper
74383,Hungover Boxing Day,The Gasoline Brothers,Experimental,data\fma_small\fma_small\074\074383.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Gasoline Brothers - Hungover Boxing Day 74383.txt,data\lyrics_combined\The Gasoline Brothers - Hungover Boxing Day _74383_.txt,whisper
97697,Stand Up,Tickle,Hip-Hop,data\fma_small\fma_small\097\097697.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Tickle - Stand Up 97697.txt,data\lyrics_combined\Tickle - Stand Up _97697_.txt,whisper
124461,Inheritance From The Classical World,Clean,Rock,data\fma_small\fma_small\124\124461.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Clean - Inheritance From The Classical World 124461.txt,data\lyrics_combined\Clean - Inheritance From The Classical World _124461_.txt,whisper
149138,Blue Jazz Cafe,K. Sparks,Hip-Hop,data\fma_small\fma_small\149\149138.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\K. Sparks - Blue Jazz Cafe 149138.txt,data\lyrics_combined\K. Sparks - Blue Jazz Cafe _149138_.txt,whisper
38435,Beloved Girlfriend,Kraus,Rock,data\fma_small\fma_small\038\038435.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Kraus - Beloved Girlfriend 38435.txt,data\lyrics_combined\Kraus - Beloved Girlfriend _38435_.txt,whisper
135010,Jenny,Jackson Grimm,Folk,data\fma_small\fma_small\135\135010.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Jackson Grimm - Jenny 135010.txt,data\lyrics_combined\Jackson Grimm - Jenny _135010_.txt,whisper
22001,philcollins takes your hand,Katapulto,Pop,data\fma_small\fma_small\022\022001.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Katapulto - philcollins takes your hand 22001.txt,data\lyrics_combined\Katapulto - philcollins takes your hand _22001_.txt,whisper
10675,Corona Radiata,Nine Inch Nails,Rock,data\fma_small\fma_small\010\010675.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Nine Inch Nails - Corona Radiata 10675.txt,data\lyrics_combined\Nine Inch Nails - Corona Radiata _10675_.txt,whisper
70875,lady bird,owlface,Pop,data\fma_small\fma_small\070\070875.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\owlface - lady bird 70875.txt,data\lyrics_combined\owlface - lady bird _70875_.txt,whisper
86118,ANWSATW (TSP Took Acid Once Mix),Garmisch,Pop,data\fma_small\fma_small\086\086118.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Garmisch - ANWSATW (TSP Took Acid Once Mix) 86118.txt,data\lyrics_combined\Garmisch - ANWSATW _TSP Took Acid Once Mix_ _86118_.txt,whisper
111375,Fire,Fierbinteanu,Pop,data\fma_small\fma_small\111\111375.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Fierbinteanu - Fire 111375.txt,data\lyrics_combined\Fierbinteanu - Fire _111375_.txt,whisper
85427,Theme From Sun Moon,Orange Peels,Pop,data\fma_small\fma_small\085\085427.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Orange Peels - Theme From Sun Moon 85427.txt,data\lyrics_combined\Orange Peels - Theme From Sun Moon _85427_.txt,whisper
124702,Campus News Set Back Bill Interlude,K. Sparks,Hip-Hop,data\fma_small\fma_small\124\124702.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\K. Sparks - Campus News Set Back Bill Interlude 124702.txt,data\lyrics_combined\K. Sparks - Campus News Set Back Bill Interlude _124702_.txt,whisper
141304,Gone,Jules,Hip-Hop,data\fma_small\fma_small\141\141304.mp3,data\lyrics\Jules - Gone _141304_.txt,genius,data\lyrics\Jules - Gone _141304_.txt,genius,,data\lyrics_combined\Jules - Gone _141304_.txt,api
29128,gymnosperm,Jim Morisson mon cul,Pop,data\fma_small\fma_small\029\029128.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Jim Morisson mon cul - gymnosperm 29128.txt,data\lyrics_combined\Jim Morisson mon cul - gymnosperm _29128_.txt,whisper
9888,Cross,James Blackshaw,Folk,data\fma_small\fma_small\009\009888.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\James Blackshaw - Cross 9888.txt,data\lyrics_combined\James Blackshaw - Cross _9888_.txt,whisper
125194,Found It All,Derek Clegg,Folk,data\fma_small\fma_small\125\125194.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Derek Clegg - Found It All 125194.txt,data\lyrics_combined\Derek Clegg - Found It All _125194_.txt,whisper
125190,Lucky,Derek Clegg,Folk,data\fma_small\fma_small\125\125190.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Derek Clegg - Lucky 125190.txt,data\lyrics_combined\Derek Clegg - Lucky _125190_.txt,whisper
109670,Peaceful Garden,D3Zs,Hip-Hop,data\fma_small\fma_small\109\109670.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\D3Zs - Peaceful Garden 109670.txt,data\lyrics_combined\D3Zs - Peaceful Garden _109670_.txt,whisper
73175,Mixed Up,Howie Mitchell & Charlotte Williams,Folk,data\fma_small\fma_small\073\073175.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Howie Mitchell & Charlotte Williams - Mixed Up 73175.txt,data\lyrics_combined\Howie Mitchell _ Charlotte Williams - Mixed Up _73175_.txt,whisper
56650,Red River,Jackie & The Cedrics,Rock,data\fma_small\fma_small\056\056650.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Jackie & The Cedrics - Red River 56650.txt,data\lyrics_combined\Jackie _ The Cedrics - Red River _56650_.txt,whisper
13556,Let Me Go,STEEP,Rock,data\fma_small\fma_small\013\013556.mp3,data\lyrics\STEEP - Let Me Go _13556_.txt,genius,data\lyrics\STEEP - Let Me Go _13556_.txt,genius,,data\lyrics_combined\STEEP - Let Me Go _13556_.txt,api
60331,Thank You Beyoncé,Leslie Keffer,Experimental,data\fma_small\fma_small\060\060331.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Leslie Keffer - Thank You Beyoncé 60331.txt,data\lyrics_combined\Leslie Keffer - Thank You Beyoncé _60331_.txt,whisper
145745,Roll Playing Game,Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\145\145745.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Cheese N Pot-C - Roll Playing Game 145745.txt,data\lyrics_combined\Cheese N Pot-C - Roll Playing Game _145745_.txt,whisper
67334,Spears,Drama for Yamaha,Pop,data\fma_small\fma_small\067\067334.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Drama for Yamaha - Spears 67334.txt,data\lyrics_combined\Drama for Yamaha - Spears _67334_.txt,whisper
91900,Toy Guitar 7 (vox),Lezet,Experimental,data\fma_small\fma_small\091\091900.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Lezet - Toy Guitar 7 (vox) 91900.txt,data\lyrics_combined\Lezet - Toy Guitar 7 _vox_ _91900_.txt,whisper
126294,Sheffield Hall,Andy G. Cohen,Rock,data\fma_small\fma_small\126\126294.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Andy G. Cohen - Sheffield Hall 126294.txt,data\lyrics_combined\Andy G. Cohen - Sheffield Hall _126294_.txt,whisper
132436,Will See,Urbanoxfailure,Experimental,data\fma_small\fma_small\132\132436.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Urbanoxfailure - Will See 132436.txt,data\lyrics_combined\Urbanoxfailure - Will See _132436_.txt,whisper
57891,Maybe I'm Hell,Krebs,Rock,data\fma_small\fma_small\057\057891.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Krebs - Maybe I'm Hell 57891.txt,data\lyrics_combined\Krebs - Maybe I_m Hell _57891_.txt,whisper
48864,Visiting Brett Whiteley In Hell,NaDa BaBa,Experimental,data\fma_small\fma_small\048\048864.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\NaDa BaBa - Visiting Brett Whiteley In Hell 48864.txt,data\lyrics_combined\NaDa BaBa - Visiting Brett Whiteley In Hell _48864_.txt,whisper
39661,AVP,Quiet Hooves,Pop,data\fma_small\fma_small\039\039661.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Quiet Hooves - AVP 39661.txt,data\lyrics_combined\Quiet Hooves - AVP _39661_.txt,whisper
74388,We Three Kings_Solovey,Maya Solovéy,Experimental,data\fma_small\fma_small\074\074388.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Maya Solovéy - We Three Kings_Solovey 74388.txt,data\lyrics_combined\Maya Solovéy - We Three Kings_Solovey _74388_.txt,whisper
142086,Pennies For My Thoughts,SK,Hip-Hop,data\fma_small\fma_small\142\142086.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\SK - Pennies For My Thoughts 142086.txt,data\lyrics_combined\SK - Pennies For My Thoughts _142086_.txt,whisper
106951,Delusion 6,pHoaming Edison,Rock,data\fma_small\fma_small\106\106951.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\pHoaming Edison - Delusion 6 106951.txt,data\lyrics_combined\pHoaming Edison - Delusion 6 _106951_.txt,whisper
97590,The King's Horses,Olivia Chaney,Folk,data\fma_small\fma_small\097\097590.mp3,data\lyrics\Olivia Chaney - The King_s Horses _97590_.txt,genius,data\lyrics\Olivia Chaney - The King_s Horses _97590_.txt,genius,,data\lyrics_combined\Olivia Chaney - The King_s Horses _97590_.txt,api
4777,Firecracker,Half Japanese,Rock,data\fma_small\fma_small\004\004777.mp3,data\lyrics\Half Japanese - Firecracker _4777_.txt,genius,data\lyrics\Half Japanese - Firecracker _4777_.txt,genius,,data\lyrics_combined\Half Japanese - Firecracker _4777_.txt,api
14733,Mania,Throwing Muses,Rock,data\fma_small\fma_small\014\014733.mp3,data\lyrics\Throwing Muses - Mania _14733_.txt,genius,data\lyrics\Throwing Muses - Mania _14733_.txt,genius,,data\lyrics_combined\Throwing Muses - Mania _14733_.txt,api
24429,Oh K.,Black Ant,Hip-Hop,data\fma_small\fma_small\024\024429.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Black Ant - Oh K. 24429.txt,data\lyrics_combined\Black Ant - Oh K. _24429_.txt,whisper
3904,Sometimes,Michael Chapman,Folk,data\fma_small\fma_small\003\003904.mp3,data\lyrics\Michael Chapman - Sometimes _3904_.txt,genius,data\lyrics\Michael Chapman - Sometimes _3904_.txt,genius,,data\lyrics_combined\Michael Chapman - Sometimes _3904_.txt,api
141877,I,Nocturnal Mayhem,Rock,data\fma_small\fma_small\141\141877.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Nocturnal Mayhem - I 141877.txt,data\lyrics_combined\Nocturnal Mayhem - I _141877_.txt,whisper
89485,Song in my Heart,John Wort Hannam,Folk,data\fma_small\fma_small\089\089485.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\John Wort Hannam - Song in my Heart 89485.txt,data\lyrics_combined\John Wort Hannam - Song in my Heart _89485_.txt,whisper
21707,A Poem In Slow Motion,Alice Rose,Folk,data\fma_small\fma_small\021\021707.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Alice Rose - A Poem In Slow Motion 21707.txt,data\lyrics_combined\Alice Rose - A Poem In Slow Motion _21707_.txt,whisper
110264,Catch Me (J. Glaze Remix),Kellee Maize & J. Glaze Productions,Hip-Hop,data\fma_small\fma_small\110\110264.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Kellee Maize & J. Glaze Productions - Catch Me (J. Glaze Remix) 110264.txt,data\lyrics_combined\Kellee Maize _ J. Glaze Productions - Catch Me _J. Glaze Remix_ _110264_.txt,whisper
148537,Medo de Morrer,E A Terra Nunca Me Pareceu Tão Distante,Rock,data\fma_small\fma_small\148\148537.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\E A Terra Nunca Me Pareceu Tão Distante - Medo de Morrer 148537.txt,data\lyrics_combined\E A Terra Nunca Me Pareceu Tão Distante - Medo de Morrer _148537_.txt,whisper
86077,Penetration (Edit),Barmus Dramfell,Experimental,data\fma_small\fma_small\086\086077.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Barmus Dramfell - Penetration (Edit) 86077.txt,data\lyrics_combined\Barmus Dramfell - Penetration _Edit_ _86077_.txt,whisper
91443,Easy Sometimes,Cal Folger Day,Folk,data\fma_small\fma_small\091\091443.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Cal Folger Day - Easy Sometimes 91443.txt,data\lyrics_combined\Cal Folger Day - Easy Sometimes _91443_.txt,whisper
116372,Cornstalkers CBC Is a Liar,{AN} Eel,Experimental,data\fma_small\fma_small\116\116372.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\{AN} Eel - Cornstalkers CBC Is a Liar 116372.txt,data\lyrics_combined\_AN_ Eel - Cornstalkers CBC Is a Liar _116372_.txt,whisper
60477,Keg Baseball,Centz,Hip-Hop,data\fma_small\fma_small\060\060477.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Centz - Keg Baseball 60477.txt,data\lyrics_combined\Centz - Keg Baseball _60477_.txt,whisper
