track_id,audio_path,lyrics_path,has_lyrics
geniusturtle_1,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_1.wav,,False
geniusturtle_2,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_2.wav,,False
geniusturtle_3,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_3.wav,,False
geniusturtle_4,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_4.wav,,False
geniusturtle_5,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_5.wav,,False
geniusturtle_6,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_6.wav,,False
geniusturtle_7,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_7.wav,,False
geniusturtle_8,data\mir1k\MIR-1K\UndividedWavfile\geniusturtle_8.wav,,False
heycat_1,data\mir1k\MIR-1K\UndividedWavfile\heycat_1.wav,,False
heycat_2,data\mir1k\MIR-1K\UndividedWavfile\heycat_2.wav,,False
heycat_3,data\mir1k\MIR-1K\UndividedWavfile\heycat_3.wav,,False
heycat_4,data\mir1k\MIR-1K\UndividedWavfile\heycat_4.wav,,False
heycat_5,data\mir1k\MIR-1K\UndividedWavfile\heycat_5.wav,,False
jmzen_1,data\mir1k\MIR-1K\UndividedWavfile\jmzen_1.wav,,False
jmzen_2,data\mir1k\MIR-1K\UndividedWavfile\jmzen_2.wav,,False
jmzen_3,data\mir1k\MIR-1K\UndividedWavfile\jmzen_3.wav,,False
jmzen_4,data\mir1k\MIR-1K\UndividedWavfile\jmzen_4.wav,,False
jmzen_5,data\mir1k\MIR-1K\UndividedWavfile\jmzen_5.wav,,False
Kenshin_1,data\mir1k\MIR-1K\UndividedWavfile\Kenshin_1.wav,,False
Kenshin_2,data\mir1k\MIR-1K\UndividedWavfile\Kenshin_2.wav,,False
Kenshin_3,data\mir1k\MIR-1K\UndividedWavfile\Kenshin_3.wav,,False
Kenshin_4,data\mir1k\MIR-1K\UndividedWavfile\Kenshin_4.wav,,False
Kenshin_5,data\mir1k\MIR-1K\UndividedWavfile\Kenshin_5.wav,,False
khair_1,data\mir1k\MIR-1K\UndividedWavfile\khair_1.wav,,False
khair_2,data\mir1k\MIR-1K\UndividedWavfile\khair_2.wav,,False
khair_3,data\mir1k\MIR-1K\UndividedWavfile\khair_3.wav,,False
khair_4,data\mir1k\MIR-1K\UndividedWavfile\khair_4.wav,,False
khair_5,data\mir1k\MIR-1K\UndividedWavfile\khair_5.wav,,False
khair_6,data\mir1k\MIR-1K\UndividedWavfile\khair_6.wav,,False
leon_1,data\mir1k\MIR-1K\UndividedWavfile\leon_1.wav,,False
leon_2,data\mir1k\MIR-1K\UndividedWavfile\leon_2.wav,,False
leon_3,data\mir1k\MIR-1K\UndividedWavfile\leon_3.wav,,False
leon_4,data\mir1k\MIR-1K\UndividedWavfile\leon_4.wav,,False
leon_5,data\mir1k\MIR-1K\UndividedWavfile\leon_5.wav,,False
leon_6,data\mir1k\MIR-1K\UndividedWavfile\leon_6.wav,,False
leon_7,data\mir1k\MIR-1K\UndividedWavfile\leon_7.wav,,False
leon_8,data\mir1k\MIR-1K\UndividedWavfile\leon_8.wav,,False
leon_9,data\mir1k\MIR-1K\UndividedWavfile\leon_9.wav,,False
stool_1,data\mir1k\MIR-1K\UndividedWavfile\stool_1.wav,,False
stool_2,data\mir1k\MIR-1K\UndividedWavfile\stool_2.wav,,False
stool_3,data\mir1k\MIR-1K\UndividedWavfile\stool_3.wav,,False
stool_4,data\mir1k\MIR-1K\UndividedWavfile\stool_4.wav,,False
stool_5,data\mir1k\MIR-1K\UndividedWavfile\stool_5.wav,,False
tammy_1,data\mir1k\MIR-1K\UndividedWavfile\tammy_1.wav,,False
titon_1,data\mir1k\MIR-1K\UndividedWavfile\titon_1.wav,,False
titon_2,data\mir1k\MIR-1K\UndividedWavfile\titon_2.wav,,False
titon_3,data\mir1k\MIR-1K\UndividedWavfile\titon_3.wav,,False
titon_4,data\mir1k\MIR-1K\UndividedWavfile\titon_4.wav,,False
titon_5,data\mir1k\MIR-1K\UndividedWavfile\titon_5.wav,,False
yifen_1,data\mir1k\MIR-1K\UndividedWavfile\yifen_1.wav,,False
yifen_2,data\mir1k\MIR-1K\UndividedWavfile\yifen_2.wav,,False
yifen_3,data\mir1k\MIR-1K\UndividedWavfile\yifen_3.wav,,False
yifen_4,data\mir1k\MIR-1K\UndividedWavfile\yifen_4.wav,,False
yifen_5,data\mir1k\MIR-1K\UndividedWavfile\yifen_5.wav,,False
abjones_1_01,data\mir1k\MIR-1K\Wavfile\abjones_1_01.wav,data\mir1k\MIR-1K\Lyrics\abjones_1_01.txt,True
abjones_1_02,data\mir1k\MIR-1K\Wavfile\abjones_1_02.wav,data\mir1k\MIR-1K\Lyrics\abjones_1_02.txt,True
abjones_1_03,data\mir1k\MIR-1K\Wavfile\abjones_1_03.wav,data\mir1k\MIR-1K\Lyrics\abjones_1_03.txt,True
abjones_1_04,data\mir1k\MIR-1K\Wavfile\abjones_1_04.wav,data\mir1k\MIR-1K\Lyrics\abjones_1_04.txt,True
abjones_2_01,data\mir1k\MIR-1K\Wavfile\abjones_2_01.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_01.txt,True
abjones_2_02,data\mir1k\MIR-1K\Wavfile\abjones_2_02.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_02.txt,True
abjones_2_03,data\mir1k\MIR-1K\Wavfile\abjones_2_03.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_03.txt,True
abjones_2_04,data\mir1k\MIR-1K\Wavfile\abjones_2_04.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_04.txt,True
abjones_2_05,data\mir1k\MIR-1K\Wavfile\abjones_2_05.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_05.txt,True
abjones_2_06,data\mir1k\MIR-1K\Wavfile\abjones_2_06.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_06.txt,True
abjones_2_07,data\mir1k\MIR-1K\Wavfile\abjones_2_07.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_07.txt,True
abjones_2_08,data\mir1k\MIR-1K\Wavfile\abjones_2_08.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_08.txt,True
abjones_2_09,data\mir1k\MIR-1K\Wavfile\abjones_2_09.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_09.txt,True
abjones_2_10,data\mir1k\MIR-1K\Wavfile\abjones_2_10.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_10.txt,True
abjones_2_11,data\mir1k\MIR-1K\Wavfile\abjones_2_11.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_11.txt,True
abjones_2_12,data\mir1k\MIR-1K\Wavfile\abjones_2_12.wav,data\mir1k\MIR-1K\Lyrics\abjones_2_12.txt,True
abjones_3_01,data\mir1k\MIR-1K\Wavfile\abjones_3_01.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_01.txt,True
abjones_3_02,data\mir1k\MIR-1K\Wavfile\abjones_3_02.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_02.txt,True
abjones_3_03,data\mir1k\MIR-1K\Wavfile\abjones_3_03.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_03.txt,True
abjones_3_04,data\mir1k\MIR-1K\Wavfile\abjones_3_04.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_04.txt,True
abjones_3_06,data\mir1k\MIR-1K\Wavfile\abjones_3_06.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_06.txt,True
abjones_3_09,data\mir1k\MIR-1K\Wavfile\abjones_3_09.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_09.txt,True
abjones_3_10,data\mir1k\MIR-1K\Wavfile\abjones_3_10.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_10.txt,True
abjones_3_11,data\mir1k\MIR-1K\Wavfile\abjones_3_11.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_11.txt,True
abjones_3_12,data\mir1k\MIR-1K\Wavfile\abjones_3_12.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_12.txt,True
abjones_3_14,data\mir1k\MIR-1K\Wavfile\abjones_3_14.wav,data\mir1k\MIR-1K\Lyrics\abjones_3_14.txt,True
abjones_4_01,data\mir1k\MIR-1K\Wavfile\abjones_4_01.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_01.txt,True
abjones_4_02,data\mir1k\MIR-1K\Wavfile\abjones_4_02.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_02.txt,True
abjones_4_03,data\mir1k\MIR-1K\Wavfile\abjones_4_03.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_03.txt,True
abjones_4_04,data\mir1k\MIR-1K\Wavfile\abjones_4_04.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_04.txt,True
abjones_4_05,data\mir1k\MIR-1K\Wavfile\abjones_4_05.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_05.txt,True
abjones_4_06,data\mir1k\MIR-1K\Wavfile\abjones_4_06.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_06.txt,True
abjones_4_07,data\mir1k\MIR-1K\Wavfile\abjones_4_07.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_07.txt,True
abjones_4_08,data\mir1k\MIR-1K\Wavfile\abjones_4_08.wav,data\mir1k\MIR-1K\Lyrics\abjones_4_08.txt,True
abjones_5_01,data\mir1k\MIR-1K\Wavfile\abjones_5_01.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_01.txt,True
abjones_5_02,data\mir1k\MIR-1K\Wavfile\abjones_5_02.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_02.txt,True
abjones_5_03,data\mir1k\MIR-1K\Wavfile\abjones_5_03.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_03.txt,True
abjones_5_04,data\mir1k\MIR-1K\Wavfile\abjones_5_04.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_04.txt,True
abjones_5_05,data\mir1k\MIR-1K\Wavfile\abjones_5_05.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_05.txt,True
abjones_5_06,data\mir1k\MIR-1K\Wavfile\abjones_5_06.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_06.txt,True
abjones_5_07,data\mir1k\MIR-1K\Wavfile\abjones_5_07.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_07.txt,True
abjones_5_08,data\mir1k\MIR-1K\Wavfile\abjones_5_08.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_08.txt,True
abjones_5_09,data\mir1k\MIR-1K\Wavfile\abjones_5_09.wav,data\mir1k\MIR-1K\Lyrics\abjones_5_09.txt,True
amy_10_01,data\mir1k\MIR-1K\Wavfile\amy_10_01.wav,data\mir1k\MIR-1K\Lyrics\amy_10_01.txt,True
amy_10_02,data\mir1k\MIR-1K\Wavfile\amy_10_02.wav,data\mir1k\MIR-1K\Lyrics\amy_10_02.txt,True
amy_10_03,data\mir1k\MIR-1K\Wavfile\amy_10_03.wav,data\mir1k\MIR-1K\Lyrics\amy_10_03.txt,True
amy_10_04,data\mir1k\MIR-1K\Wavfile\amy_10_04.wav,data\mir1k\MIR-1K\Lyrics\amy_10_04.txt,True
amy_10_05,data\mir1k\MIR-1K\Wavfile\amy_10_05.wav,data\mir1k\MIR-1K\Lyrics\amy_10_05.txt,True
amy_10_06,data\mir1k\MIR-1K\Wavfile\amy_10_06.wav,data\mir1k\MIR-1K\Lyrics\amy_10_06.txt,True
amy_10_07,data\mir1k\MIR-1K\Wavfile\amy_10_07.wav,data\mir1k\MIR-1K\Lyrics\amy_10_07.txt,True
amy_10_08,data\mir1k\MIR-1K\Wavfile\amy_10_08.wav,data\mir1k\MIR-1K\Lyrics\amy_10_08.txt,True
amy_11_01,data\mir1k\MIR-1K\Wavfile\amy_11_01.wav,data\mir1k\MIR-1K\Lyrics\amy_11_01.txt,True
amy_11_02,data\mir1k\MIR-1K\Wavfile\amy_11_02.wav,data\mir1k\MIR-1K\Lyrics\amy_11_02.txt,True
amy_11_03,data\mir1k\MIR-1K\Wavfile\amy_11_03.wav,data\mir1k\MIR-1K\Lyrics\amy_11_03.txt,True
amy_11_04,data\mir1k\MIR-1K\Wavfile\amy_11_04.wav,data\mir1k\MIR-1K\Lyrics\amy_11_04.txt,True
amy_11_05,data\mir1k\MIR-1K\Wavfile\amy_11_05.wav,data\mir1k\MIR-1K\Lyrics\amy_11_05.txt,True
amy_11_06,data\mir1k\MIR-1K\Wavfile\amy_11_06.wav,data\mir1k\MIR-1K\Lyrics\amy_11_06.txt,True
