track_id,genre
64859,Experimental
145005,Folk
108427,Pop
132791,Pop
85956,Pop
141181,Pop
105443,Hip-Hop
14542,Hip-Hop
11299,Hip-Hop
59374,Rock
21228,Hip-Hop
48990,Rock
113023,Pop
61006,Folk
126786,Folk
117631,Folk
10535,Experimental
128879,Experimental
120207,Pop
11774,Hip-Hop
53586,Folk
37041,Experimental
73568,Folk
126559,Experimental
123440,Hip-Hop
127422,Experimental
84788,Rock
146151,Hip-Hop
70409,Rock
68821,Rock
32338,Pop
67121,Rock
116874,Folk
38362,Folk
90987,Hip-Hop
129372,Pop
145751,Hip-Hop
6606,Hip-Hop
70770,Hip-Hop
43842,Folk
11793,Hip-Hop
148032,Hip-Hop
112488,Hip-Hop
115932,Folk
14809,Folk
111387,Pop
66643,Pop
54365,Hip-Hop
48763,Rock
39666,Pop
137561,Experimental
119097,Experimental
144179,Hip-Hop
63044,Rock
47510,Rock
63472,Rock
75784,Rock
47865,Folk
91164,Pop
108038,Rock
64990,Hip-Hop
12060,Folk
7391,Experimental
105719,Experimental
14735,Rock
84055,Experimental
137214,Rock
91309,Hip-Hop
106948,Rock
153383,Pop
74373,Experimental
14653,Rock
4108,Rock
58115,Pop
107030,Hip-Hop
64858,Experimental
61175,Hip-Hop
20050,Rock
10438,Folk
127294,Pop
138282,Rock
114051,Hip-Hop
64078,Experimental
10670,Rock
34511,Pop
16820,Rock
91455,Rock
150288,Hip-Hop
75403,Hip-Hop
85400,Experimental
142551,Pop
87490,Rock
54667,Pop
36994,Hip-Hop
127916,Folk
140875,Folk
142358,Hip-Hop
56247,Pop
75866,Folk
19417,Pop
135337,Pop
621,Folk
123474,Rock
117966,Experimental
147085,Experimental
42442,Rock
149422,Experimental
117472,Pop
88863,Folk
147409,Rock
64627,Hip-Hop
27455,Experimental
67764,Folk
125777,Rock
105887,Folk
138416,Folk
44169,Experimental
116706,Folk
36302,Hip-Hop
148082,Experimental
61670,Pop
144469,Folk
60472,Hip-Hop
124971,Experimental
55716,Rock
127296,Pop
86256,Experimental
28376,Experimental
140620,Hip-Hop
107588,Folk
11784,Hip-Hop
16354,Rock
122807,Pop
69830,Hip-Hop
7488,Hip-Hop
6607,Hip-Hop
112318,Rock
128878,Experimental
128828,Experimental
1644,Pop
69554,Hip-Hop
126607,Experimental
45513,Folk
104357,Folk
98297,Rock
68353,Pop
89445,Hip-Hop
85027,Rock
72050,Folk
64893,Experimental
112484,Hip-Hop
21998,Pop
17344,Pop
83511,Pop
11818,Hip-Hop
62001,Hip-Hop
154305,Hip-Hop
119574,Rock
16995,Rock
121318,Hip-Hop
10679,Folk
63470,Rock
142519,Folk
111395,Pop
44799,Experimental
28692,Rock
143220,Rock
71721,Rock
5170,Folk
63258,Folk
108488,Hip-Hop
64860,Experimental
116390,Hip-Hop
65893,Folk
43843,Folk
53937,Pop
121739,Pop
95914,Hip-Hop
72565,Folk
85592,Pop
11505,Folk
47100,Pop
91933,Folk
10677,Rock
71253,Hip-Hop
147956,Rock
21657,Pop
85486,Folk
68820,Rock
40236,Folk
87971,Folk
144740,Hip-Hop
108489,Hip-Hop
126670,Rock
78845,Hip-Hop
12481,Folk
106456,Folk
67556,Rock
1735,Experimental
94423,Pop
96730,Folk
35734,Folk
119979,Hip-Hop
98628,Hip-Hop
108290,Rock
3766,Rock
42126,Experimental
128504,Rock
149687,Hip-Hop
16819,Rock
11769,Hip-Hop
97690,Rock
64834,Pop
39875,Experimental
5940,Folk
34147,Folk
67412,Rock
32326,Pop
85594,Pop
143215,Rock
64995,Hip-Hop
22479,Pop
126778,Folk
3708,Folk
4682,Hip-Hop
119922,Rock
98701,Rock
37725,Rock
118987,Experimental
49039,Pop
135363,Rock
130368,Pop
54626,Rock
121592,Pop
50445,Rock
141567,Hip-Hop
98624,Hip-Hop
24216,Experimental
50444,Rock
24426,Hip-Hop
64862,Experimental
91899,Experimental
139638,Experimental
56520,Folk
104064,Pop
137716,Rock
53229,Pop
86762,Rock
96692,Folk
61679,Pop
4013,Folk
37538,Experimental
47198,Experimental
72738,Rock
13218,Pop
52579,Hip-Hop
118498,Experimental
1197,Folk
109902,Folk
75304,Folk
54064,Folk
37730,Rock
87362,Rock
47868,Folk
85968,Folk
86417,Rock
71620,Rock
106566,Rock
144466,Folk
150064,Folk
6440,Hip-Hop
27258,Folk
147022,Hip-Hop
121987,Experimental
144180,Hip-Hop
48042,Experimental
108774,Hip-Hop
43899,Hip-Hop
100799,Rock
126055,Experimental
119725,Folk
134486,Pop
106457,Folk
65619,Rock
129439,Folk
44779,Experimental
35544,Pop
55290,Pop
25124,Pop
12489,Folk
84159,Folk
99438,Rock
14391,Hip-Hop
140872,Folk
1544,Folk
110775,Hip-Hop
121976,Experimental
49061,Experimental
12390,Pop
114399,Rock
34167,Hip-Hop
38557,Rock
104065,Pop
83790,Rock
113031,Hip-Hop
75745,Hip-Hop
91160,Pop
106569,Rock
120111,Pop
137990,Folk
75927,Hip-Hop
148535,Folk
58221,Rock
72782,Hip-Hop
142528,Folk
107659,Rock
73587,Folk
110259,Hip-Hop
135365,Rock
78516,Hip-Hop
132789,Pop
10458,Folk
127623,Pop
23172,Rock
87190,Pop
100958,Hip-Hop
126505,Experimental
22477,Pop
138015,Folk
117884,Rock
17500,Hip-Hop
44851,Experimental
140043,Rock
143318,Rock
61820,Rock
117846,Experimental
129622,Experimental
145705,Pop
73573,Folk
86634,Pop
67010,Pop
10673,Rock
21672,Pop
142361,Hip-Hop
11862,Hip-Hop
125188,Folk
89212,Experimental
11200,Pop
148186,Folk
36560,Pop
137627,Rock
142402,Rock
23329,Experimental
118891,Folk
7554,Experimental
73469,Pop
98578,Hip-Hop
132790,Pop
88864,Folk
69761,Folk
145607,Rock
51333,Folk
33459,Rock
145606,Rock
130709,Hip-Hop
74302,Experimental
92539,Folk
57820,Hip-Hop
29971,Folk
9307,Experimental
127532,Experimental
11788,Hip-Hop
149103,Pop
82778,Hip-Hop
148607,Pop
136928,Experimental
29740,Experimental
203,Folk
67332,Pop
110546,Rock
11333,Experimental
5268,Hip-Hop
9550,Rock
27805,Pop
9155,Experimental
155066,Hip-Hop
95250,Rock
94449,Hip-Hop
138207,Rock
109446,Folk
120150,Experimental
5879,Folk
66058,Folk
21400,Pop
114408,Rock
58474,Pop
145707,Pop
32325,Pop
148289,Pop
75386,Hip-Hop
95912,Hip-Hop
108059,Experimental
6517,Rock
110980,Rock
111982,Rock
122683,Rock
114404,Rock
71884,Experimental
73468,Pop
87324,Pop
61491,Rock
51273,Pop
52861,Experimental
57435,Pop
144546,Folk
83438,Folk
110711,Experimental
44853,Experimental
71722,Folk
123968,Hip-Hop
132455,Folk
73170,Folk
1083,Experimental
137212,Rock
112065,Rock
11776,Hip-Hop
12146,Pop
27549,Pop
61453,Hip-Hop
136709,Rock
120189,Pop
111579,Experimental
82464,Rock
47471,Rock
43866,Hip-Hop
108808,Hip-Hop
9513,Rock
129051,Pop
137900,Hip-Hop
76437,Folk
8357,Experimental
63456,Folk
10806,Pop
114430,Rock
133780,Folk
3598,Folk
133781,Folk
56274,Pop
54942,Rock
93716,Folk
57658,Rock
6439,Hip-Hop
64856,Experimental
3537,Pop
113311,Rock
32329,Pop
141561,Hip-Hop
12985,Folk
145258,Rock
85595,Pop
74378,Experimental
63804,Hip-Hop
130440,Hip-Hop
19416,Pop
97980,Hip-Hop
26638,Rock
132954,Hip-Hop
10376,Experimental
141901,Pop
141903,Pop
128477,Pop
75396,Hip-Hop
52034,Pop
39900,Experimental
126673,Rock
92887,Experimental
56895,Pop
109960,Pop
890,Folk
69001,Experimental
40229,Folk
50264,Hip-Hop
87155,Rock
112481,Hip-Hop
99419,Rock
36984,Hip-Hop
60317,Experimental
96728,Folk
23371,Folk
10381,Folk
153956,Pop
98576,Hip-Hop
140871,Folk
38312,Experimental
6782,Folk
122959,Experimental
96699,Folk
37784,Experimental
54665,Pop
131567,Experimental
148211,Folk
105141,Rock
75378,Hip-Hop
127066,Folk
87322,Pop
694,Hip-Hop
84009,Folk
129808,Hip-Hop
134643,Experimental
88872,Folk
6783,Folk
142531,Folk
30058,Hip-Hop
85791,Rock
91228,Folk
145748,Hip-Hop
116458,Folk
54625,Rock
148608,Pop
1087,Rock
62742,Pop
6857,Folk
2099,Pop
94348,Rock
14739,Rock
110440,Folk
135372,Rock
104779,Pop
88428,Pop
47670,Pop
10676,Rock
7386,Experimental
114047,Hip-Hop
113021,Pop
126674,Rock
132272,Experimental
72928,Experimental
113564,Experimental
26301,Experimental
86119,Pop
57437,Pop
71714,Rock
897,Experimental
144945,Pop
38966,Experimental
9557,Rock
122001,Experimental
19758,Pop
90587,Pop
69792,Experimental
56498,Hip-Hop
125237,Experimental
7383,Experimental
127878,Experimental
126357,Pop
144741,Hip-Hop
48453,Pop
85951,Pop
51269,Pop
143219,Rock
72790,Hip-Hop
22472,Pop
86679,Hip-Hop
29718,Hip-Hop
51117,Experimental
22150,Experimental
61589,Pop
44850,Experimental
26011,Hip-Hop
81037,Folk
8345,Experimental
96698,Folk
94099,Rock
135028,Folk
107047,Pop
133798,Folk
64516,Hip-Hop
5936,Folk
12387,Pop
53589,Folk
110082,Hip-Hop
110274,Experimental
114398,Rock
64631,Hip-Hop
64006,Pop
92131,Pop
37325,Pop
96697,Folk
57344,Experimental
69781,Rock
148235,Folk
146150,Hip-Hop
126221,Experimental
49847,Folk
64366,Pop
68579,Experimental
42914,Pop
94102,Rock
11019,Experimental
1066,Experimental
108502,Rock
122804,Pop
106277,Rock
10807,Pop
140788,Folk
121315,Hip-Hop
81938,Folk
131903,Folk
108970,Rock
24512,Experimental
148216,Folk
61011,Folk
83898,Experimental
40909,Experimental
113167,Folk
129620,Experimental
75373,Hip-Hop
57937,Experimental
38890,Experimental
12352,Folk
71691,Hip-Hop
84817,Pop
50276,Folk
546,Folk
63251,Folk
86562,Rock
4780,Rock
118672,Folk
96678,Hip-Hop
42138,Experimental
18146,Pop
127300,Pop
138217,Hip-Hop
115852,Experimental
85425,Pop
127273,Pop
95535,Rock
98569,Hip-Hop
49479,Hip-Hop
70005,Experimental
37324,Pop
11868,Hip-Hop
75376,Hip-Hop
1195,Folk
4779,Rock
28072,Rock
134073,Folk
73675,Folk
5264,Hip-Hop
83558,Hip-Hop
110611,Experimental
61734,Pop
148302,Experimental
126521,Experimental
52948,Folk
55710,Rock
118504,Experimental
59454,Pop
91319,Hip-Hop
57936,Experimental
7385,Experimental
123986,Hip-Hop
67673,Rock
64093,Experimental
26641,Rock
142418,Rock
109972,Pop
89441,Folk
38910,Experimental
123645,Hip-Hop
44802,Experimental
52945,Folk
115765,Rock
145724,Hip-Hop
69789,Experimental
108297,Rock
4788,Rock
41192,Folk
127276,Pop
126598,Rock
71244,Hip-Hop
145704,Pop
69182,Pop
70660,Hip-Hop
131024,Experimental
95910,Hip-Hop
97585,Folk
11020,Experimental
86259,Experimental
145703,Pop
51919,Folk
4066,Folk
42659,Folk
69823,Hip-Hop
143290,Hip-Hop
129969,Rock
107593,Folk
52501,Folk
33538,Rock
108461,Pop
44805,Pop
148532,Folk
4684,Hip-Hop
148210,Folk
84423,Experimental
88892,Folk
102112,Experimental
24217,Experimental
29255,Pop
130710,Hip-Hop
57639,Folk
121985,Experimental
120105,Pop
109958,Pop
68551,Experimental
53592,Pop
109450,Folk
34257,Experimental
119582,Experimental
122685,Rock
85426,Pop
87361,Rock
26014,Hip-Hop
4037,Folk
86081,Experimental
129393,Pop
32756,Folk
120178,Folk
48999,Rock
114403,Rock
11779,Hip-Hop
70426,Pop
74945,Pop
66535,Rock
10669,Rock
95915,Hip-Hop
122397,Rock
109975,Pop
32001,Rock
68869,Experimental
91312,Hip-Hop
98617,Hip-Hop
128882,Experimental
88858,Folk
68531,Hip-Hop
75420,Hip-Hop
127188,Pop
145743,Hip-Hop
54236,Pop
121415,Rock
3910,Folk
144937,Pop
109068,Experimental
46717,Experimental
12353,Folk
126671,Rock
32331,Pop
148031,Hip-Hop
46854,Pop
83507,Pop
128710,Rock
64993,Hip-Hop
145257,Rock
86680,Hip-Hop
90652,Rock
57943,Experimental
40233,Folk
107578,Folk
88848,Folk
123977,Hip-Hop
47707,Experimental
24983,Experimental
115944,Folk
71622,Rock
110768,Hip-Hop
149118,Hip-Hop
67363,Pop
59562,Rock
137898,Hip-Hop
23014,Folk
43911,Hip-Hop
11780,Hip-Hop
26322,Experimental
108497,Hip-Hop
47200,Experimental
113036,Hip-Hop
75375,Hip-Hop
24898,Experimental
14743,Rock
32337,Pop
149523,Rock
3761,Rock
109449,Folk
75383,Hip-Hop
97587,Folk
88873,Folk
99439,Rock
87154,Rock
108962,Rock
69767,Folk
96402,Rock
148604,Folk
131016,Hip-Hop
111188,Folk
42911,Pop
132042,Folk
50952,Folk
44782,Experimental
130711,Hip-Hop
129624,Experimental
14690,Experimental
11199,Pop
114414,Rock
6788,Rock
57272,Experimental
14736,Rock
104062,Rock
55122,Hip-Hop
79616,Hip-Hop
12490,Folk
55286,Pop
98584,Hip-Hop
123975,Hip-Hop
69791,Experimental
110262,Hip-Hop
101864,Experimental
82410,Experimental
111974,Rock
94026,Rock
146989,Experimental
127193,Folk
40234,Folk
98622,Hip-Hop
153452,Pop
140576,Rock
131425,Hip-Hop
63457,Folk
1661,Pop
11792,Hip-Hop
129694,Folk
53807,Rock
62458,Rock
83718,Hip-Hop
103800,Hip-Hop
55102,Hip-Hop
6610,Hip-Hop
17735,Rock
62749,Pop
144181,Hip-Hop
98623,Hip-Hop
85973,Folk
67558,Rock
111399,Pop
112133,Experimental
87185,Pop
64009,Pop
27866,Experimental
3270,Folk
49068,Experimental
11786,Hip-Hop
11544,Experimental
97037,Hip-Hop
126491,Folk
54063,Folk
2012,Experimental
72064,Rock
38894,Experimental
32335,Pop
125778,Rock
51276,Pop
131771,Pop
64521,Hip-Hop
131385,Experimental
58117,Pop
107391,Rock
3264,Folk
108957,Rock
70813,Rock
102195,Rock
49066,Experimental
138414,Folk
11264,Rock
71230,Hip-Hop
8208,Rock
98585,Hip-Hop
66536,Rock
132792,Pop
55291,Pop
76440,Folk
14740,Rock
140421,Rock
53381,Hip-Hop
138040,Pop
56521,Folk
62337,Rock
67330,Pop
154413,Pop
95309,Rock
33050,Folk
146153,Hip-Hop
130702,Hip-Hop
27454,Experimental
112584,Experimental
91102,Folk
121740,Pop
121288,Experimental
57179,Pop
149778,Experimental
5157,Folk
131019,Hip-Hop
127722,Folk
46058,Experimental
111182,Folk
71693,Hip-Hop
68355,Pop
10672,Rock
99093,Hip-Hop
150015,Pop
51112,Experimental
118958,Experimental
17496,Hip-Hop
21999,Pop
6519,Rock
98251,Rock
72781,Hip-Hop
92881,Experimental
124186,Rock
53587,Folk
114415,Rock
51291,Pop
142949,Rock
54664,Pop
29961,Hip-Hop
115923,Folk
43063,Experimental
110384,Folk
51305,Experimental
121869,Rock
9555,Rock
35443,Folk
18607,Rock
104009,Folk
70772,Hip-Hop
10697,Hip-Hop
4017,Folk
148190,Folk
24901,Experimental
89486,Folk
56033,Experimental
71158,Hip-Hop
134510,Hip-Hop
46844,Pop
86720,Experimental
112526,Rock
190,Folk
57819,Hip-Hop
38967,Experimental
113030,Hip-Hop
138311,Rock
128799,Experimental
37731,Rock
52951,Folk
71173,Hip-Hop
119118,Experimental
63255,Folk
126667,Rock
24430,Hip-Hop
142088,Hip-Hop
75427,Hip-Hop
113305,Rock
149416,Rock
28484,Pop
104725,Experimental
91170,Folk
68860,Folk
107571,Folk
104356,Folk
19760,Pop
106571,Rock
11922,Hip-Hop
90625,Folk
26681,Rock
55481,Experimental
19415,Pop
104010,Folk
68854,Folk
40133,Rock
1720,Rock
4450,Folk
73519,Rock
26022,Hip-Hop
121591,Pop
124477,Pop
49848,Folk
104434,Experimental
98580,Hip-Hop
1649,Pop
36526,Rock
45119,Pop
108319,Experimental
118195,Experimental
139522,Folk
53576,Folk
11778,Hip-Hop
4782,Rock
64522,Hip-Hop
80004,Folk
39663,Pop
14661,Folk
33460,Rock
12737,Experimental
59445,Pop
10671,Rock
74387,Experimental
67766,Folk
85487,Folk
107021,Hip-Hop
112485,Hip-Hop
146969,Folk
85307,Pop
122168,Experimental
79741,Pop
141566,Hip-Hop
72612,Folk
149775,Experimental
75787,Rock
11773,Hip-Hop
51272,Pop
25063,Experimental
124391,Rock
111396,Pop
124996,Rock
10983,Experimental
28375,Experimental
64364,Pop
98574,Hip-Hop
144214,Hip-Hop
146727,Hip-Hop
148611,Pop
119379,Experimental
130016,Rock
129094,Rock
61013,Folk
109356,Rock
13578,Experimental
118739,Folk
108306,Folk
114396,Rock
89350,Folk
73792,Pop
105145,Rock
12532,Pop
105722,Experimental
116452,Folk
91934,Folk
38891,Experimental
95189,Experimental
54061,Folk
6684,Experimental
100802,Rock
72288,Rock
6854,Folk
9678,Experimental
122806,Pop
67760,Pop
75783,Rock
97589,Folk
119994,Hip-Hop
129807,Hip-Hop
21231,Pop
111372,Pop
70768,Hip-Hop
83719,Hip-Hop
144172,Hip-Hop
107028,Hip-Hop
67362,Pop
125187,Folk
114275,Hip-Hop
24423,Hip-Hop
138061,Rock
91317,Hip-Hop
9560,Rock
86788,Rock
85419,Pop
138218,Hip-Hop
78833,Hip-Hop
144810,Experimental
45515,Folk
15210,Hip-Hop
126400,Pop
4799,Rock
64517,Hip-Hop
56648,Rock
144213,Hip-Hop
138317,Rock
113513,Rock
126226,Experimental
87151,Rock
50543,Rock
129092,Rock
27803,Experimental
11867,Hip-Hop
56641,Hip-Hop
146147,Hip-Hop
125722,Pop
10808,Pop
98620,Hip-Hop
108318,Experimental
70425,Pop
18144,Pop
49842,Folk
73520,Rock
142093,Hip-Hop
97373,Experimental
66648,Pop
52500,Folk
108031,Rock
28480,Pop
44795,Experimental
88875,Folk
109349,Rock
13927,Folk
72289,Rock
75425,Hip-Hop
74671,Rock
71240,Hip-Hop
142549,Pop
137500,Experimental
131439,Pop
145556,Folk
148234,Folk
113022,Pop
70775,Hip-Hop
54234,Pop
123899,Folk
142553,Pop
127289,Pop
88960,Rock
144941,Pop
115922,Folk
125196,Folk
75929,Hip-Hop
10,Pop
111937,Hip-Hop
112215,Experimental
109276,Experimental
119991,Hip-Hop
74381,Experimental
93944,Pop
87192,Pop
57164,Folk
121737,Pop
112197,Experimental
16878,Hip-Hop
35539,Rock
138039,Pop
2,Hip-Hop
32687,Hip-Hop
116525,Experimental
125375,Pop
5158,Folk
777,Rock
108457,Pop
87431,Rock
83789,Rock
96694,Folk
86262,Rock
96729,Folk
39359,Rock
55292,Pop
13748,Hip-Hop
73171,Folk
88870,Folk
63161,Experimental
114410,Rock
84152,Experimental
144467,Folk
127268,Pop
135054,Experimental
140623,Hip-Hop
115926,Folk
11306,Rock
110985,Rock
112252,Folk
38904,Experimental
88876,Folk
121866,Rock
113020,Pop
64840,Pop
79978,Experimental
89859,Hip-Hop
76375,Experimental
131767,Pop
69833,Hip-Hop
74546,Folk
134094,Experimental
78834,Hip-Hop
74960,Experimental
12051,Folk
74392,Experimental
57274,Experimental
44777,Folk
83908,Experimental
97813,Experimental
35204,Experimental
71715,Rock
39259,Experimental
75930,Hip-Hop
149100,Pop
98613,Hip-Hop
145058,Experimental
64895,Experimental
125003,Rock
4781,Rock
12526,Hip-Hop
74370,Experimental
113360,Folk
64864,Experimental
75883,Folk
41962,Rock
144543,Folk
25055,Pop
142948,Rock
40147,Experimental
15464,Experimental
110771,Hip-Hop
120196,Pop
45941,Experimental
38900,Experimental
29744,Experimental
11920,Hip-Hop
148605,Folk
33477,Experimental
51265,Pop
32327,Pop
133632,Rock
118084,Experimental
130084,Rock
52954,Folk
11334,Experimental
10374,Experimental
130456,Hip-Hop
127155,Experimental
133333,Experimental
73584,Folk
85599,Pop
138064,Pop
107569,Folk
63250,Folk
15471,Experimental
112066,Rock
150063,Folk
9511,Rock
1039,Rock
57178,Pop
99436,Rock
28483,Pop
138017,Folk
145002,Folk
145706,Pop
55120,Hip-Hop
131540,Experimental
119026,Experimental
10447,Folk
110744,Hip-Hop
104067,Pop
148168,Experimental
88871,Folk
13670,Hip-Hop
997,Experimental
68853,Folk
84155,Folk
105824,Hip-Hop
104724,Experimental
67361,Pop
28477,Pop
110171,Folk
41820,Pop
83717,Hip-Hop
26307,Experimental
106463,Rock
109904,Folk
13199,Hip-Hop
128500,Folk
118478,Experimental
35541,Rock
20424,Experimental
69798,Experimental
81071,Experimental
27550,Pop
109962,Pop
142360,Hip-Hop
98556,Hip-Hop
128880,Experimental
124392,Rock
13591,Hip-Hop
34484,Folk
61012,Folk
64854,Experimental
67598,Folk
107579,Folk
46726,Hip-Hop
75936,Hip-Hop
70654,Hip-Hop
138318,Rock
105920,Folk
122798,Pop
134389,Pop
137605,Rock
10389,Folk
43863,Hip-Hop
7527,Pop
74384,Experimental
109681,Hip-Hop
64556,Folk
67237,Rock
69726,Rock
44110,Experimental
86116,Pop
147413,Rock
130349,Folk
126431,Pop
58334,Rock
52502,Folk
123273,Rock
70402,Rock
48317,Experimental
91897,Experimental
45125,Pop
1673,Experimental
90579,Pop
42851,Rock
75194,Pop
138071,Pop
91788,Folk
42141,Experimental
63626,Experimental
6448,Hip-Hop
11785,Hip-Hop
12482,Folk
86799,Rock
67367,Pop
130347,Folk
12508,Folk
